period,date,winningNumber
2021001,2021-01-01,3264
2021002,2021-01-02,3552
2021003,2021-01-03,8804
2021004,2021-01-04,5015
2021005,2021-01-05,6337
2021006,2021-01-06,9084
2021007,2021-01-07,9012
2021008,2021-01-08,6478
2021009,2021-01-09,2318
2021010,2021-01-10,7439
2021011,2021-01-11,9604
2021012,2021-01-12,9064
2021013,2021-01-13,8872
2021014,2021-01-14,7903
2021015,2021-01-15,6599
2021016,2021-01-16,2234
2021017,2021-01-17,0010
2021018,2021-01-18,4682
2021019,2021-01-19,2525
2021020,2021-01-20,3980
2021021,2021-01-21,9728
2021022,2021-01-22,9639
2021023,2021-01-23,8406
2021024,2021-01-24,3428
2021025,2021-01-25,8596
2021026,2021-01-26,4267
2021027,2021-01-27,0236
2021028,2021-01-28,7907
2021029,2021-01-29,8659
2021030,2021-01-30,2255
2021031,2021-01-31,7142
2021032,2021-02-01,3731
2021033,2021-02-02,4527
2021034,2021-02-03,5343
2021035,2021-02-04,5463
2021036,2021-02-05,9568
2021037,2021-02-06,1611
2021038,2021-02-07,4926
2021039,2021-02-08,6757
2021040,2021-02-19,3419
2021041,2021-02-20,9928
2021042,2021-02-21,9564
2021043,2021-02-22,0540
2021044,2021-02-23,2697
2021045,2021-02-24,2525
2021046,2021-02-25,0477
2021047,2021-02-26,6268
2021048,2021-02-27,9456
2021049,2021-02-28,6039
2021050,2021-03-01,4607
2021051,2021-03-02,7300
2021052,2021-03-03,9865
2021053,2021-03-04,9548
2021054,2021-03-05,1254
2021055,2021-03-06,6078
2021056,2021-03-07,6224
2021057,2021-03-08,2571
2021058,2021-03-09,9721
2021059,2021-03-10,6362
2021060,2021-03-11,6556
2021061,2021-03-12,3686
2021062,2021-03-13,4468
2021063,2021-03-14,6733
2021064,2021-03-15,6260
2021065,2021-03-16,6429
2021066,2021-03-17,5230
2021067,2021-03-18,1701
2021068,2021-03-19,0455
2021069,2021-03-20,7190
2021070,2021-03-21,9887
2021071,2021-03-22,6559
2021072,2021-03-23,5621
2021073,2021-03-24,1734
2021074,2021-03-25,2799
2021075,2021-03-26,0684
2021076,2021-03-27,0188
2021077,2021-03-28,7102
2021078,2021-03-29,6863
2021079,2021-03-30,9593
2021080,2021-03-31,6454
2021081,2021-04-01,2416
2021082,2021-04-02,2278
2021083,2021-04-03,6768
2021084,2021-04-04,4939
2021085,2021-04-05,9961
2021086,2021-04-06,2639
2021087,2021-04-07,8666
2021088,2021-04-08,3042
2021089,2021-04-09,2455
2021090,2021-04-10,6784
2021091,2021-04-11,4725
2021092,2021-04-12,8700
2021093,2021-04-13,4318
2021094,2021-04-14,5698
2021095,2021-04-15,9528
2021096,2021-04-16,5937
2021097,2021-04-17,8166
2021098,2021-04-18,3024
2021099,2021-04-19,4918
2021100,2021-04-20,2761
2021101,2021-04-21,7867
2021102,2021-04-22,1168
2021103,2021-04-23,8332
2021104,2021-04-24,9064
2021105,2021-04-25,6389
2021106,2021-04-26,7332
2021107,2021-04-27,2648
2021108,2021-04-28,5530
2021109,2021-04-29,1723
2021110,2021-04-30,2343
2021111,2021-05-01,8384
2021112,2021-05-02,4513
2021113,2021-05-03,0321
2021114,2021-05-04,7138
2021115,2021-05-05,8343
2021116,2021-05-06,4143
2021117,2021-05-07,9237
2021118,2021-05-08,6944
2021119,2021-05-09,1369
2021120,2021-05-10,6869
2021121,2021-05-11,0805
2021122,2021-05-12,8536
2021123,2021-05-13,8221
2021124,2021-05-14,4921
2021125,2021-05-15,9198
2021126,2021-05-16,8131
2021127,2021-05-17,4494
2021128,2021-05-18,6893
2021129,2021-05-19,7935
2021130,2021-05-20,1728
2021131,2021-05-21,2239
2021132,2021-05-22,7417
2021133,2021-05-23,5320
2021134,2021-05-24,2169
2021135,2021-05-25,5052
2021136,2021-05-26,4698
2021137,2021-05-27,6852
2021138,2021-05-28,9283
2021139,2021-05-29,6499
2021140,2021-05-30,1325
2021141,2021-05-31,1032
2021142,2021-06-01,1973
2021143,2021-06-02,3867
2021144,2021-06-03,0748
2021145,2021-06-04,2451
2021146,2021-06-05,9014
2021147,2021-06-06,2572
2021148,2021-06-07,2156
2021149,2021-06-08,8781
2021150,2021-06-09,3011
2021151,2021-06-10,8269
2021152,2021-06-11,3480
2021153,2021-06-12,3681
2021154,2021-06-13,5919
2021155,2021-06-14,2175
2021156,2021-06-15,7328
2021157,2021-06-16,2191
2021158,2021-06-17,9059
2021159,2021-06-18,2379
2021160,2021-06-19,9587
2021161,2021-06-20,7624
2021162,2021-06-21,7939
2021163,2021-06-22,6117
2021164,2021-06-23,1376
2021165,2021-06-24,5064
2021166,2021-06-25,8104
2021167,2021-06-26,6653
2021168,2021-06-27,9461
2021169,2021-06-28,1168
2021170,2021-06-29,4996
2021171,2021-06-30,4656
2021172,2021-07-01,7572
2021173,2021-07-02,0976
2021174,2021-07-03,2431
2021175,2021-07-04,1174
2021176,2021-07-05,8655
2021177,2021-07-06,0178
2021178,2021-07-07,9008
2021179,2021-07-08,8662
2021180,2021-07-09,9309
2021181,2021-07-10,5495
2021182,2021-07-11,2299
2021183,2021-07-12,3501
2021184,2021-07-13,8114
2021185,2021-07-14,6952
2021186,2021-07-15,6911
2021187,2021-07-16,3754
2021188,2021-07-17,6088
2021189,2021-07-18,8105
2021190,2021-07-19,4283
2021191,2021-07-20,0492
2021192,2021-07-21,7407
2021193,2021-07-22,9513
2021194,2021-07-23,5237
2021195,2021-07-24,6025
2021196,2021-07-25,8661
2021197,2021-07-26,0643
2021198,2021-07-27,1857
2021199,2021-07-28,4837
2021200,2021-07-29,4097
2021201,2021-07-30,2451
2021202,2021-07-31,4882
2021203,2021-08-01,9597
2021204,2021-08-02,5063
2021205,2021-08-03,0820
2021206,2021-08-04,4695
2021207,2021-08-05,0703
2021208,2021-08-06,5207
2021209,2021-08-07,6549
2021210,2021-08-08,5824
2021211,2021-08-09,6758
2021212,2021-08-10,0122
2021213,2021-08-11,1201
2021214,2021-08-12,2819
2021215,2021-08-13,7121
2021216,2021-08-14,4541
2021217,2021-08-15,5472
2021218,2021-08-16,5306
2021219,2021-08-17,3295
2021220,2021-08-18,1270
2021221,2021-08-19,1853
2021222,2021-08-20,0282
2021223,2021-08-21,8234
2021224,2021-08-22,9373
2021225,2021-08-23,8240
2021226,2021-08-24,5094
2021227,2021-08-25,3575
2021228,2021-08-26,5528
2021229,2021-08-27,3595
2021230,2021-08-28,7751
2021231,2021-08-29,7629
2021232,2021-08-30,7794
2021233,2021-08-31,0223
2021234,2021-09-01,1630
2021235,2021-09-02,3324
2021236,2021-09-03,7142
2021237,2021-09-04,2038
2021238,2021-09-05,1341
2021239,2021-09-06,3194
2021240,2021-09-07,0139
2021241,2021-09-08,8487
2021242,2021-09-09,9731
2021243,2021-09-10,0974
2021244,2021-09-11,4015
2021245,2021-09-12,9262
2021246,2021-09-13,9802
2021247,2021-09-14,5253
2021248,2021-09-15,3085
2021249,2021-09-16,2909
2021250,2021-09-17,4487
2021251,2021-09-18,9413
2021252,2021-09-19,9750
2021253,2021-09-20,5683
2021254,2021-09-21,9490
2021255,2021-09-22,9172
2021256,2021-09-23,5033
2021257,2021-09-24,9148
2021258,2021-09-25,7519
2021259,2021-09-26,1152
2021260,2021-09-27,1860
2021261,2021-09-28,1954
2021262,2021-09-29,4143
2021263,2021-09-30,2440
2021264,2021-10-05,9568
2021265,2021-10-06,0956
2021266,2021-10-07,0554
2021267,2021-10-08,7007
2021268,2021-10-09,1835
2021269,2021-10-10,1348
2021270,2021-10-11,6713
2021271,2021-10-12,5306
2021272,2021-10-13,0282
2021273,2021-10-14,3160
2021274,2021-10-15,8127
2021275,2021-10-16,2765
2021276,2021-10-17,5040
2021277,2021-10-18,7004
2021278,2021-10-19,1570
2021279,2021-10-20,1111
2021280,2021-10-21,8683
2021281,2021-10-22,5978
2021282,2021-10-23,4707
2021283,2021-10-24,8064
2021284,2021-10-25,5041
2021285,2021-10-26,7800
2021286,2021-10-27,8530
2021287,2021-10-28,7708
2021288,2021-10-29,5664
2021289,2021-10-30,3210
2021290,2021-10-31,4898
2021291,2021-11-01,0443
2021292,2021-11-02,5212
2021293,2021-11-03,4203
2021294,2021-11-04,4880
2021295,2021-11-05,2355
2021296,2021-11-06,4683
2021297,2021-11-07,5120
2021298,2021-11-08,5898
2021299,2021-11-09,8885
2021300,2021-11-10,1406
2021301,2021-11-11,6228
2021302,2021-11-12,9256
2021303,2021-11-13,1432
2021304,2021-11-14,9006
2021305,2021-11-15,1566
2021306,2021-11-16,2339
2021307,2021-11-17,1834
2021308,2021-11-18,8387
2021309,2021-11-19,4572
2021310,2021-11-20,1488
2021311,2021-11-21,8055
2021312,2021-11-22,0085
2021313,2021-11-23,5939
2021314,2021-11-24,1940
2021315,2021-11-25,4848
2021316,2021-11-26,6880
2021317,2021-11-27,3553
2021318,2021-11-28,7315
2021319,2021-11-29,0862
2021320,2021-11-30,9403
2021321,2021-12-01,9777
2021322,2021-12-02,1703
2021323,2021-12-03,4545
2021324,2021-12-04,9311
2021325,2021-12-05,6129
2021326,2021-12-06,4619
2021327,2021-12-07,3280
2021328,2021-12-08,3365
2021329,2021-12-09,1315
2021330,2021-12-10,2041
2021331,2021-12-11,9497
2021332,2021-12-12,9343
2021333,2021-12-13,4045
2021334,2021-12-14,7927
2021335,2021-12-15,1105
2021336,2021-12-16,4552
2021337,2021-12-17,7227
2021338,2021-12-18,2448
2021339,2021-12-19,1896
2021340,2021-12-20,3211
2021341,2021-12-21,7033
2021342,2021-12-22,6764
2021343,2021-12-23,8808
2021344,2021-12-24,0460
2021345,2021-12-25,5086
2021346,2021-12-26,3439
2021347,2021-12-27,8398
2021348,2021-12-28,2417
2021349,2021-12-29,2904
2021350,2021-12-30,1356
2021351,2021-12-31,2645
2022001,2022-01-01,3783
2022002,2022-01-02,2876
2022003,2022-01-03,5587
2022004,2022-01-04,0994
2022005,2022-01-05,8717
2022006,2022-01-06,4389
2022007,2022-01-07,5231
2022008,2022-01-08,8429
2022009,2022-01-09,8568
2022010,2022-01-10,6480
2022011,2022-01-11,0733
2022012,2022-01-12,5054
2022013,2022-01-13,0865
2022014,2022-01-14,7884
2022015,2022-01-15,9938
2022016,2022-01-16,9479
2022017,2022-01-17,5153
2022018,2022-01-18,7299
2022019,2022-01-19,8553
2022020,2022-01-20,5153
2022021,2022-01-21,4928
2022022,2022-01-22,9745
2022023,2022-01-23,4891
2022024,2022-01-24,5038
2022025,2022-01-25,9741
2022026,2022-01-26,6187
2022027,2022-01-27,9242
2022028,2022-01-28,9610
2022029,2022-02-08,1341
2022030,2022-02-09,4608
2022031,2022-02-10,6051
2022032,2022-02-11,7032
2022033,2022-02-12,3583
2022034,2022-02-13,9226
2022035,2022-02-14,4024
2022036,2022-02-15,0874
2022037,2022-02-16,3416
2022038,2022-02-17,3934
2022039,2022-02-18,4750
2022040,2022-02-19,5910
2022041,2022-02-20,5336
2022042,2022-02-21,5009
2022043,2022-02-22,0968
2022044,2022-02-23,5380
2022045,2022-02-24,4294
2022046,2022-02-25,3873
2022047,2022-02-26,8158
2022048,2022-02-27,7123
2022049,2022-02-28,4874
2022050,2022-03-01,0707
2022051,2022-03-02,8463
2022052,2022-03-03,4660
2022053,2022-03-04,5661
2022054,2022-03-05,2690
2022055,2022-03-06,2771
2022056,2022-03-07,0995
2022057,2022-03-08,1474
2022058,2022-03-09,0479
2022059,2022-03-10,5928
2022060,2022-03-11,2106
2022061,2022-03-12,3538
2022062,2022-03-13,8923
2022063,2022-03-14,7731
2022064,2022-03-15,6156
2022065,2022-03-16,9941
2022066,2022-03-17,4087
2022067,2022-03-18,0132
2022068,2022-03-19,7173
2022069,2022-03-20,5861
2022070,2022-03-21,7026
2022071,2022-03-22,3714
2022072,2022-03-23,6836
2022073,2022-03-24,2007
2022074,2022-03-25,0897
2022075,2022-03-26,7610
2022076,2022-03-27,1717
2022077,2022-03-28,9186
2022078,2022-03-29,3523
2022079,2022-03-30,8543
2022080,2022-03-31,4503
2022081,2022-04-01,1689
2022082,2022-04-02,6780
2022083,2022-04-03,3284
2022084,2022-04-04,9464
2022085,2022-04-05,2798
2022086,2022-04-06,9352
2022087,2022-04-07,1337
2022088,2022-04-08,9076
2022089,2022-04-09,8444
2022090,2022-04-10,5794
2022091,2022-04-11,8092
2022092,2022-04-12,8184
2022093,2022-04-13,9587
2022094,2022-04-14,4889
2022095,2022-04-15,1402
2022096,2022-04-16,8244
2022097,2022-04-17,0969
2022098,2022-04-18,9151
2022099,2022-04-19,4648
2022100,2022-04-20,4447
2022101,2022-04-21,1242
2022102,2022-04-22,3450
2022103,2022-04-23,0466
2022104,2022-04-24,0837
2022105,2022-04-25,6420
2022106,2022-04-26,6253
2022107,2022-04-27,0644
2022108,2022-04-28,4151
2022109,2022-04-29,0927
2022110,2022-04-30,8938
2022111,2022-05-01,9566
2022112,2022-05-02,7628
2022113,2022-05-03,6537
2022114,2022-05-04,9973
2022115,2022-05-05,8361
2022116,2022-05-06,7075
2022117,2022-05-07,4572
2022118,2022-05-08,4706
2022119,2022-05-09,0468
2022120,2022-05-10,9394
2022121,2022-05-11,6215
2022122,2022-05-12,3578
2022123,2022-05-13,1544
2022124,2022-05-14,2249
2022125,2022-05-15,2644
2022126,2022-05-16,2593
2022127,2022-05-17,1176
2022128,2022-05-18,8430
2022129,2022-05-19,0054
2022130,2022-05-20,3955
2022131,2022-05-21,2665
2022132,2022-05-22,7821
2022133,2022-05-23,6549
2022134,2022-05-24,2294
2022135,2022-05-25,0487
2022136,2022-05-26,6561
2022137,2022-05-27,2445
2022138,2022-05-28,4265
2022139,2022-05-29,1367
2022140,2022-05-30,2770
2022141,2022-05-31,7558
2022142,2022-06-01,5639
2022143,2022-06-02,1586
2022144,2022-06-03,0166
2022145,2022-06-04,7287
2022146,2022-06-05,1940
2022147,2022-06-06,1964
2022148,2022-06-07,4082
2022149,2022-06-08,4640
2022150,2022-06-09,8875
2022151,2022-06-10,1132
2022152,2022-06-11,0446
2022153,2022-06-12,1554
2022154,2022-06-13,4062
2022155,2022-06-14,0573
2022156,2022-06-15,7893
2022157,2022-06-16,4177
2022158,2022-06-17,8912
2022159,2022-06-18,2404
2022160,2022-06-19,0448
2022161,2022-06-20,5071
2022162,2022-06-21,7077
2022163,2022-06-22,7717
2022164,2022-06-23,1893
2022165,2022-06-24,4574
2022166,2022-06-25,4512
2022167,2022-06-26,2993
2022168,2022-06-27,5539
2022169,2022-06-28,4694
2022170,2022-06-29,7895
2022171,2022-06-30,9246
2022172,2022-07-01,3428
2022173,2022-07-02,5465
2022174,2022-07-03,2846
2022175,2022-07-04,1518
2022176,2022-07-05,4166
2022177,2022-07-06,2423
2022178,2022-07-07,9211
2022179,2022-07-08,9464
2022180,2022-07-09,3129
2022181,2022-07-10,0713
2022182,2022-07-11,4066
2022183,2022-07-12,1887
2022184,2022-07-13,9663
2022185,2022-07-14,5451
2022186,2022-07-15,1533
2022187,2022-07-16,7180
2022188,2022-07-17,4810
2022189,2022-07-18,2357
2022190,2022-07-19,7483
2022191,2022-07-20,2101
2022192,2022-07-21,6812
2022193,2022-07-22,1629
2022194,2022-07-23,7808
2022195,2022-07-24,1224
2022196,2022-07-25,1236
2022197,2022-07-26,9305
2022198,2022-07-27,0373
2022199,2022-07-28,3328
2022200,2022-07-29,3036
2022201,2022-07-30,2138
2022202,2022-07-31,9028
2022203,2022-08-01,6297
2022204,2022-08-02,6662
2022205,2022-08-03,4689
2022206,2022-08-04,2221
2022207,2022-08-05,4654
2022208,2022-08-06,6328
2022209,2022-08-07,3561
2022210,2022-08-08,6302
2022211,2022-08-09,3219
2022212,2022-08-10,6442
2022213,2022-08-11,8293
2022214,2022-08-12,8222
2022215,2022-08-13,0622
2022216,2022-08-14,7625
2022217,2022-08-15,5147
2022218,2022-08-16,7452
2022219,2022-08-17,2922
2022220,2022-08-18,3808
2022221,2022-08-19,2468
2022222,2022-08-20,2914
2022223,2022-08-21,0583
2022224,2022-08-22,8976
2022225,2022-08-23,4317
2022226,2022-08-24,9890
2022227,2022-08-25,6130
2022228,2022-08-26,5441
2022229,2022-08-27,7660
2022230,2022-08-28,9019
2022231,2022-08-29,4669
2022232,2022-08-30,6423
2022233,2022-08-31,8678
2022234,2022-09-01,8879
2022235,2022-09-02,8247
2022236,2022-09-03,8853
2022237,2022-09-04,6997
2022238,2022-09-05,6226
2022239,2022-09-06,2897
2022240,2022-09-07,1958
2022241,2022-09-08,0739
2022242,2022-09-09,0898
2022243,2022-09-10,4740
2022244,2022-09-11,1244
2022245,2022-09-12,8461
2022246,2022-09-13,8325
2022247,2022-09-14,4468
2022248,2022-09-15,0499
2022249,2022-09-16,0060
2022250,2022-09-17,0150
2022251,2022-09-18,1247
2022252,2022-09-19,1672
2022253,2022-09-20,9166
2022254,2022-09-21,7351
2022255,2022-09-22,3398
2022256,2022-09-23,4056
2022257,2022-09-24,7922
2022258,2022-09-25,1961
2022259,2022-09-26,4489
2022260,2022-09-27,4697
2022261,2022-09-28,0262
2022262,2022-09-29,3299
2022263,2022-09-30,3351
2022264,2022-10-05,7860
2022265,2022-10-06,4646
2022266,2022-10-07,2104
2022267,2022-10-08,5347
2022268,2022-10-09,3846
2022269,2022-10-10,3757
2022270,2022-10-11,2273
2022271,2022-10-12,5672
2022272,2022-10-13,3292
2022273,2022-10-14,7465
2022274,2022-10-15,0655
2022275,2022-10-16,0590
2022276,2022-10-17,7613
2022277,2022-10-18,2464
2022278,2022-10-19,4929
2022279,2022-10-20,9749
2022280,2022-10-21,1335
2022281,2022-10-22,1015
2022282,2022-10-23,8963
2022283,2022-10-24,8209
2022284,2022-10-25,7527
2022285,2022-10-26,4364
2022286,2022-10-27,9807
2022287,2022-10-28,7464
2022288,2022-10-29,5615
2022289,2022-10-30,7697
2022290,2022-10-31,8372
2022291,2022-11-01,6337
2022292,2022-11-02,9777
2022293,2022-11-03,3853
2022294,2022-11-04,6663
2022295,2022-11-05,6080
2022296,2022-11-06,0092
2022297,2022-11-07,1119
2022298,2022-11-08,8721
2022299,2022-11-09,2995
2022300,2022-11-10,0942
2022301,2022-11-11,1819
2022302,2022-11-12,8757
2022303,2022-11-13,5333
2022304,2022-11-14,1744
2022305,2022-11-15,0480
2022306,2022-11-16,5592
2022307,2022-11-17,3723
2022308,2022-11-18,2160
2022309,2022-11-19,0413
2022310,2022-11-20,2576
2022311,2022-11-21,6829
2022312,2022-11-22,1326
2022313,2022-11-23,1698
2022314,2022-11-24,7153
2022315,2022-11-25,5622
2022316,2022-11-26,2805
2022317,2022-11-27,2685
2022318,2022-11-28,0210
2022319,2022-11-29,0698
2022320,2022-11-30,7474
2022321,2022-12-01,8612
2022322,2022-12-02,3355
2022323,2022-12-03,7123
2022324,2022-12-04,8499
2022325,2022-12-05,7601
2022326,2022-12-06,2894
2022327,2022-12-07,2894
2022328,2022-12-08,6202
2022329,2022-12-09,1675
2022330,2022-12-10,2217
2022331,2022-12-11,8086
2022332,2022-12-12,4225
2022333,2022-12-13,8519
2022334,2022-12-14,3835
2022335,2022-12-15,0146
2022336,2022-12-16,3871
2022337,2022-12-17,2177
2022338,2022-12-18,4165
2022339,2022-12-19,5255
2022340,2022-12-20,2874
2022341,2022-12-21,0848
2022342,2022-12-22,3831
2022343,2022-12-23,3824
2022344,2022-12-24,2096
2022345,2022-12-25,4608
2022346,2022-12-26,5389
2022347,2022-12-27,9259
2022348,2022-12-28,7394
2022349,2022-12-29,4917
2022350,2022-12-30,2863
2022351,2022-12-31,0925
2023001,2023-01-01,4585
2023002,2023-01-02,0707
2023003,2023-01-03,9000
2023004,2023-01-04,1365
2023005,2023-01-05,4208
2023006,2023-01-06,7566
2023007,2023-01-07,3156
2023008,2023-01-08,9722
2023009,2023-01-09,2210
2023010,2023-01-10,8888
2023011,2023-01-11,0834
2023012,2023-01-12,7805
2023013,2023-01-13,2829
2023014,2023-01-14,0223
2023015,2023-01-15,6060
2023016,2023-01-16,7148
2023017,2023-01-17,1720
2023018,2023-01-18,2370
2023019,2023-01-29,7907
2023020,2023-01-30,4889
2023021,2023-01-31,9117
2023022,2023-02-01,1143
2023023,2023-02-02,3428
2023024,2023-02-03,0602
2023025,2023-02-04,3571
2023026,2023-02-05,6658
2023027,2023-02-06,3480
2023028,2023-02-07,1278
2023029,2023-02-08,4999
2023030,2023-02-09,7544
2023031,2023-02-10,9759
2023032,2023-02-11,0907
2023033,2023-02-12,6790
2023034,2023-02-13,9018
2023035,2023-02-14,6496
2023036,2023-02-15,6563
2023037,2023-02-16,7710
2023038,2023-02-17,0916
2023039,2023-02-18,7630
2023040,2023-02-19,3348
2023041,2023-02-20,6088
2023042,2023-02-21,2318
2023043,2023-02-22,5686
2023044,2023-02-23,0825
2023045,2023-02-24,6590
2023046,2023-02-25,8857
2023047,2023-02-26,5783
2023048,2023-02-27,5815
2023049,2023-02-28,9284
2023050,2023-03-01,7145
2023051,2023-03-02,9409
2023052,2023-03-03,3835
2023053,2023-03-04,3644
2023054,2023-03-05,3480
2023055,2023-03-06,8829
2023056,2023-03-07,1083
2023057,2023-03-08,4645
2023058,2023-03-09,6933
2023059,2023-03-10,5182
2023060,2023-03-11,7926
2023061,2023-03-12,7117
2023062,2023-03-13,0069
2023063,2023-03-14,4376
2023064,2023-03-15,0659
2023065,2023-03-16,4685
2023066,2023-03-17,5505
2023067,2023-03-18,8542
2023068,2023-03-19,3661
2023069,2023-03-20,9328
2023070,2023-03-21,5679
2023071,2023-03-22,0172
2023072,2023-03-23,4477
2023073,2023-03-24,1309
2023074,2023-03-25,0717
2023075,2023-03-26,7387
2023076,2023-03-27,5030
2023077,2023-03-28,2098
2023078,2023-03-29,3164
2023079,2023-03-30,0148
2023080,2023-03-31,4847
2023081,2023-04-01,9784
2023082,2023-04-02,7398
2023083,2023-04-03,0248
2023084,2023-04-04,0556
2023085,2023-04-05,5573
2023086,2023-04-06,9155
2023087,2023-04-07,3292
2023088,2023-04-08,2923
2023089,2023-04-09,9401
2023090,2023-04-10,5859
2023091,2023-04-11,7954
2023092,2023-04-12,8833
2023093,2023-04-13,5366
2023094,2023-04-14,5330
2023095,2023-04-15,4880
2023096,2023-04-16,7638
2023097,2023-04-17,6855
2023098,2023-04-18,2238
2023099,2023-04-19,5514
2023100,2023-04-20,6328
2023101,2023-04-21,5313
2023102,2023-04-22,7040
2023103,2023-04-23,9766
2023104,2023-04-24,6438
2023105,2023-04-25,5706
2023106,2023-04-26,2825
2023107,2023-04-27,5196
2023108,2023-04-28,4771
2023109,2023-04-29,3039
2023110,2023-04-30,4330
2023111,2023-05-01,6592
2023112,2023-05-02,1275
2023113,2023-05-03,2242
2023114,2023-05-04,8100
2023115,2023-05-05,5274
2023116,2023-05-06,9206
2023117,2023-05-07,4931
2023118,2023-05-08,6464
2023119,2023-05-09,0567
2023120,2023-05-10,0919
2023121,2023-05-11,6685
2023122,2023-05-12,8275
2023123,2023-05-13,5571
2023124,2023-05-14,0712
2023125,2023-05-15,5583
2023126,2023-05-16,9848
2023127,2023-05-17,1101
2023128,2023-05-18,8101
2023129,2023-05-19,3349
2023130,2023-05-20,5213
2023131,2023-05-21,5832
2023132,2023-05-22,0104
2023133,2023-05-23,4344
2023134,2023-05-24,2201
2023135,2023-05-25,4673
2023136,2023-05-26,9293
2023137,2023-05-27,7914
2023138,2023-05-28,4406
2023139,2023-05-29,4290
2023140,2023-05-30,0937
2023141,2023-05-31,7435
2023142,2023-06-01,1670
2023143,2023-06-02,8485
2023144,2023-06-03,5639
2023145,2023-06-04,8837
2023146,2023-06-05,5877
2023147,2023-06-06,8634
2023148,2023-06-07,3369
2023149,2023-06-08,0255
2023150,2023-06-09,0390
2023151,2023-06-10,3833
2023152,2023-06-11,3189
2023153,2023-06-12,7503
2023154,2023-06-13,4335
2023155,2023-06-14,8538
2023156,2023-06-15,2515
2023157,2023-06-16,7864
2023158,2023-06-17,4474
2023159,2023-06-18,3192
2023160,2023-06-19,3934
2023161,2023-06-20,5367
2023162,2023-06-21,0949
2023163,2023-06-22,1270
2023164,2023-06-23,2155
2023165,2023-06-24,2510
2023166,2023-06-25,1283
2023167,2023-06-26,1909
2023168,2023-06-27,9331
2023169,2023-06-28,7211
2023170,2023-06-29,0822
2023171,2023-06-30,2254
2023172,2023-07-01,7807
2023173,2023-07-02,0134
2023174,2023-07-03,8296
2023175,2023-07-04,2808
2023176,2023-07-05,0712
2023177,2023-07-06,7097
2023178,2023-07-07,7112
2023179,2023-07-08,4990
2023180,2023-07-09,6876
2023181,2023-07-10,7790
2023182,2023-07-11,1219
2023183,2023-07-12,8069
2023184,2023-07-13,9643
2023185,2023-07-14,4684
2023186,2023-07-15,7071
2023187,2023-07-16,7652
2023188,2023-07-17,2844
2023189,2023-07-18,0705
2023190,2023-07-19,6001
2023191,2023-07-20,3607
2023192,2023-07-21,2148
2023193,2023-07-22,4199
2023194,2023-07-23,3037
2023195,2023-07-24,3670
2023196,2023-07-25,8006
2023197,2023-07-26,3072
2023198,2023-07-27,0790
2023199,2023-07-28,7232
2023200,2023-07-29,5149
2023201,2023-07-30,7348
2023202,2023-07-31,7583
2023203,2023-08-01,1405
2023204,2023-08-02,0141
2023205,2023-08-03,0972
2023206,2023-08-04,4484
2023207,2023-08-05,1267
2023208,2023-08-06,6697
2023209,2023-08-07,2176
2023210,2023-08-08,9360
2023211,2023-08-09,7929
2023212,2023-08-10,8530
2023213,2023-08-11,0773
2023214,2023-08-12,1013
2023215,2023-08-13,4803
2023216,2023-08-14,1389
2023217,2023-08-15,7488
2023218,2023-08-16,9428
2023219,2023-08-17,7383
2023220,2023-08-18,0356
2023221,2023-08-19,6499
2023222,2023-08-20,9771
2023223,2023-08-21,7403
2023224,2023-08-22,3747
2023225,2023-08-23,1187
2023226,2023-08-24,5358
2023227,2023-08-25,9017
2023228,2023-08-26,7731
2023229,2023-08-27,6789
2023230,2023-08-28,9497
2023231,2023-08-29,3657
2023232,2023-08-30,8606
2023233,2023-08-31,1240
2023234,2023-09-01,8053
2023235,2023-09-02,4248
2023236,2023-09-03,2706
2023237,2023-09-04,7988
2023238,2023-09-05,5623
2023239,2023-09-06,4400
2023240,2023-09-07,7021
2023241,2023-09-08,9351
2023242,2023-09-09,9879
2023243,2023-09-10,9660
2023244,2023-09-11,3152
2023245,2023-09-12,4808
2023246,2023-09-13,4227
2023247,2023-09-14,9372
2023248,2023-09-15,6964
2023249,2023-09-16,0396
2023250,2023-09-17,1809
2023251,2023-09-18,7363
2023252,2023-09-19,9610
2023253,2023-09-20,9864
2023254,2023-09-21,9917
2023255,2023-09-22,0563
2023256,2023-09-23,8407
2023257,2023-09-24,9087
2023258,2023-09-25,9153
2023259,2023-09-26,0888
2023260,2023-09-27,2479
2023261,2023-09-28,9307
2023262,2023-09-29,7173
2023263,2023-09-30,9930
2023264,2023-10-05,9254
2023265,2023-10-06,2240
2023266,2023-10-07,1336
2023267,2023-10-08,5545
2023268,2023-10-09,9753
2023269,2023-10-10,2341
2023270,2023-10-11,3553
2023271,2023-10-12,0967
2023272,2023-10-13,4190
2023273,2023-10-14,1214
2023274,2023-10-15,6699
2023275,2023-10-16,9842
2023276,2023-10-17,6062
2023277,2023-10-18,0281
2023278,2023-10-19,0705
2023279,2023-10-20,3911
2023280,2023-10-21,6013
2023281,2023-10-22,3447
2023282,2023-10-23,3083
2023283,2023-10-24,0295
2023284,2023-10-25,3826
2023285,2023-10-26,7163
2023286,2023-10-27,1160
2023287,2023-10-28,8948
2023288,2023-10-29,3142
2023289,2023-10-30,9989
2023290,2023-10-31,1547
2023291,2023-11-01,1501
2023292,2023-11-02,9688
2023293,2023-11-03,4341
2023294,2023-11-04,6676
2023295,2023-11-05,8828
2023296,2023-11-06,8074
2023297,2023-11-07,7615
